GL_ID,Basin,Sub_Basin,Area,growth_rate,pct_growth,volatility,mean_area_m2,max_area_m2,z_score,peer_group,risk_class,n_months,deseasonalized,insufficient_peers
GL085468E28124N,Gandaki,Trishuli,0.166983499894,2749.512544968714,95.84013794405676,17401.711467417685,57942.05848980613,95155.91121673584,4.015755909648678,Trishuli,High,13,False,False
GL088066E27933N,Koshi,Arun,0.961403349883,5043.3183885100625,71.71546226986429,114967.22199606239,280057.2549713388,471492.63486785896,3.964089134735649,Arun,High,13,False,False
GL082414E29753N,Karnali,Mugu,0.428346848544,1826.8082293573934,41.822364915894504,21237.533173358668,82717.51386414956,122251.0817004933,3.7072129417862913,Mugu,High,13,False,False
GL081747E30162N,Karnali,Humla,0.161076682732,2973.8742890400513,57.83797218892938,21712.18471991684,35498.94265266292,76694.08098602295,3.4418565250213295,Humla,High,13,False,False
GL087771E27926N,Koshi,Arun,1.01485059435,4399.285306877037,14.5624992418037,42854.82343179293,144086.84349027148,219928.3459318273,3.434266928582892,Arun,High,13,False,False
GL085563E28426N,Gandaki,Trishuli,0.308667809698,2323.6910039417244,105.9781959518953,30209.321736889422,103919.69360712892,133435.77385382558,3.325070134885993,Trishuli,High,13,False,False
GL082222E29653N,Karnali,Mugu,0.132473324658,1591.5583341497006,150.5043798730916,13192.0762724416,28106.05688646872,50230.877670288086,3.1365186143313024,Mugu,High,13,False,False
GL086581E28198N,Koshi,Arun,1.3256494271,3871.464403317109,3.0739263779154644,66643.3702631415,226817.97141333763,307374.0630129048,3.000048184929891,Arun,High,13,False,False
GL087974E27793N,Koshi,Tamor,0.251889667562,1343.9970895770105,51.034940395493614,33206.82951905463,92148.71850004815,133683.68988449994,2.9542438487224136,Tamor,High,13,False,False
GL085170E28292N,Gandaki,Trishuli,0.213469489335,1977.3965447885964,187.76126448618797,20370.7622135344,57098.716945366265,101676.89651489258,2.763377891136766,Trishuli,High,13,False,False
GL087081E27844N,Koshi,Arun,0.36960179801,3564.960013751624,120.518560413785,50723.22040651465,145136.8712099884,215227.4627215816,2.7478983551985947,Arun,High,13,False,False
GL082256E29654N,Karnali,Mugu,0.081155412893,1422.8477547055202,98.82659048246862,9931.225084769301,22953.643879027673,36374.00961303711,2.7272424674261813,Mugu,High,13,False,False
GL087440E28735N,Koshi,Arun,0.26819461549,3446.1806768825495,144.17319475944,35025.72483180375,86237.87132752246,142698.4711858712,2.650182986066061,Arun,High,13,False,False
GL081349E30265N,Karnali,Humla,0.413214060184,2356.884625659888,39.676051138276115,14149.529481506412,62958.94661555455,87202.77853252934,2.647162732747266,Humla,High,13,False,False
GL087934E27790N,Koshi,Tamor,0.151051988656,1164.4083252390428,88.3435886152653,15736.518213134137,56218.426085553525,72621.31934883268,2.529841344490631,Tamor,High,13,False,False
GL086928E27850N,Koshi,Dudh Koshi,0.452416273883,4687.3202471832765,9.071701855319706,29811.98573856933,98985.92797216124,144982.71022024716,2.490995635662921,Dudh Koshi,High,13,False,False
GL083701E29218N,Gandaki,Kali Gandaki,0.434455616534,1187.1276835065378,9.096173196675265,16265.134480352644,50625.86328567575,119582.05869293211,2.4817139762900715,Kali Gandaki,High,13,False,False
GL082236E29105N,Karnali,Tila,0.0946756014795,1361.658484877833,408.04163713779576,16156.273106841283,29141.72225670908,49019.2502829159,2.2899192940036257,Tila,High,13,False,False
GL081672E29935N,Karnali,Kawari,0.119999215784,1327.222461522322,35.3271370021169,10201.418822225367,31407.37853376754,49228.83112335205,2.242920653976292,Kawari,High,13,False,False
GL083527E28886N,Gandaki,Kali Gandaki,0.308505013097,1066.4900051762195,31.715133452195367,18230.856536208164,59314.94218855408,87345.40446675618,2.195937677845097,Kali Gandaki,High,13,False,False
GL082206E29928N,Karnali,Humla,0.320940413399,1981.3732736232032,73.59733001817122,14918.67749993271,36890.93318051299,60460.84804534912,2.163497352103568,Humla,High,13,False,False
GL082207E29934N,Karnali,Humla,0.121277418894,1923.0429592851788,47.62752978446716,15845.639990018999,30471.03298599911,49488.43583679199,2.088366857288032,Humla,High,13,False,False
GL082474E29308N,Karnali,Tila,0.14009977019,1249.4577032650238,123.02276703634058,17615.62100847751,40117.37539934069,73909.7261774699,2.021051178643272,Tila,High,13,False,False
GL081526E29772N,Karnali,West Seti,0.507593558845,1552.82744710635,34.50846586050719,34193.586761325656,93218.51782834152,136178.97623910342,1.955699203196505,West Seti,Elevated,13,False,False
GL087591E28229N,Koshi,Arun,0.874334556986,2532.6878297669045,21.42971300745464,38293.56308186523,271692.0192244609,345590.1982352163,1.8986861928635113,Arun,Elevated,13,False,False
GL082326E29700N,Karnali,Mugu,0.0936266419059,1074.5042050102509,101.57989362128923,10666.117218903952,26057.648932918128,41405.537752428245,1.8821934711615291,Mugu,Elevated,13,False,False
GL083185E28798N,Karnali,Bheri,0.075769442688,765.7771887499975,62.42027165857367,4829.939160955975,20597.053399865337,26718.849822998047,1.7950066787459982,Bheri,Elevated,13,False,False
GL083786E29114N,Gandaki,Kali Gandaki,0.0746206973515,889.6864087031445,93.2511519169124,7522.371822929796,23772.809183560887,32210.49990081787,1.7771110056880939,Kali Gandaki,Elevated,13,False,False
GL085838E28322N,Koshi,Sun Koshi,5.41139115079,10817.754426461188,-3.716290197637756,264655.8706676336,1176914.4451702456,2676099.330426594,1.7204572730895202,Sun Koshi,Elevated,13,False,False
GL088241E28004N,Koshi,Arun,0.431879305292,2301.164310645524,94.20718093134033,42166.03156265985,179172.5141690906,235678.74089259727,1.7082203531800833,Arun,Elevated,13,False,False
GL087866E27869N,Koshi,Tamor,0.69610434331,808.3823702864188,48.861343761471375,71023.3063897293,225967.01609450812,358245.61208687583,1.6884841058548443,Tamor,Elevated,13,False,False
GL085869E28329N,Koshi,Sun Koshi,2.27034712521,10365.668833915952,20.957340224221014,100374.61260995982,588747.010198512,816630.1314926147,1.6499318871713697,Sun Koshi,Elevated,13,False,False
GL087455E28750N,Koshi,Arun,0.344267794653,2216.002173286876,63.169961491510264,24413.84526320574,96268.50180418494,129199.10537719728,1.638160611246278,Arun,Elevated,13,False,False
GL086542E27713N,Koshi,Likhu,0.0903047695192,818.78604453263,106.61710991139486,9358.073965793248,18863.561244903613,30334.0069406846,1.604926887350418,Likhu,Elevated,13,False,False
GL087930E27949N,Koshi,Arun,0.843479669959,2149.6947768645673,34.55953524328799,40343.25987454782,238338.5261143035,308241.01016408886,1.5836119676150633,Arun,Elevated,13,False,False
GL086519E28858N,Koshi,Arun,0.865614728959,2123.799607301866,-6.342847997590248,38023.89253084451,198680.7542791145,275592.99311924353,1.5623089689684384,Arun,Elevated,13,False,False
GL081411E30342N,Karnali,Humla,0.305319911492,1497.994264397256,-30.850140986944357,19355.874770294708,66483.94005874012,97629.44898223875,1.5408964873776425,Humla,Elevated,13,False,False
GL087468E28147N,Koshi,Arun,0.387330552692,2085.4580857669625,109.86126491021697,22142.484566724626,72628.12865891033,127641.03943215164,1.5307668166998516,Arun,Elevated,13,False,False
GL081572E30283N,Karnali,Humla,0.142832794357,1473.0988517777669,49.03935533398049,12992.166360941024,31872.09766337307,55600.27152252197,1.5088307478052452,Humla,Elevated,13,False,False
GL082196E29993N,Karnali,Humla,0.265319528868,1468.1265747219916,-5.765551629716565,15696.708062163252,58548.56286976673,104616.73922729492,1.5024263654562062,Humla,Elevated,13,False,False
GL087437E28775N,Koshi,Arun,0.211215634261,2046.6247432487642,189.36947433910564,25793.53598236984,69161.08298011654,105326.61433410645,1.4988200614910854,Arun,Elevated,13,False,False
GL087052E28205N,Koshi,Arun,0.658851777428,2031.2433348374761,16.43189978909402,26536.34600818331,186798.29112082088,243764.5882550707,1.4861663454466527,Arun,Elevated,13,False,False
GL082193E29667N,Karnali,Humla,0.119082857872,1450.9787367960687,315.8645846024406,10963.127237911805,23095.493774888168,36799.122959092085,1.4803396415457992,Humla,Elevated,13,False,False
GL084912E28616N,Gandaki,Budhi Gandaki,0.101195962004,466.3540107889802,99.34657040410121,6835.962854315168,28208.127453320994,36472.90518951416,1.4537857484941543,Budhi Gandaki,Elevated,13,False,False
GL080515E30456N,Karnali,Kali,0.0681830928639,530.2316627793415,168.9544866133415,7181.681270889109,20293.14169031434,31017.11193847656,1.4327362679606415,Kali,Elevated,13,False,False
GL087259E28016N,Koshi,Arun,0.304540101985,1955.1133867031613,172.62086359213268,22393.138276873746,69994.32218440819,107400.91910891066,1.423537051664814,Arun,Elevated,13,False,False
GL083181E29001N,Karnali,Bheri,0.109021593607,638.8872329314086,50.716614610554544,5590.507047429221,26531.419848830737,42964.426986694336,1.4122510369350165,Bheri,Elevated,13,False,False
GL085494E28508N,Gandaki,Trishuli,0.27693366721,1126.38969089399,145.37287637415318,18458.576792815093,57188.328007445176,77741.85602539661,1.3830383085196976,Trishuli,Elevated,13,False,False
GL080531E30391N,Karnali,Kali,0.115406456707,507.7579113028788,42.04639065406597,7622.853282005243,20340.713691269546,32932.10262837129,1.351809004708651,Kali,Elevated,13,False,False
GL087614E28117N,Koshi,Arun,0.367791059055,1837.6527512376733,-17.478646222450458,17896.005000253066,66160.8769458063,111680.7650680542,1.3269065294242026,Arun,Elevated,13,False,False
GL087190E28032N,Koshi,Arun,0.208390673865,1823.1880175736192,227.69697674996112,27683.1072370679,81725.57155485771,128440.09666209502,1.315006927804564,Arun,Elevated,13,False,False
GL086629E28207N,Koshi,Arun,0.297151170124,1817.8289705698583,40.24352797596651,17368.979173533287,79555.14212855458,107638.86613464355,1.3105982379602326,Arun,Elevated,13,False,False
GL082161E30148N,Karnali,Humla,0.174049902182,1318.5525693903728,55.62383576937751,11717.853805671128,38669.35836908447,74204.97634887695,1.3097723542505677,Humla,Elevated,13,False,False
GL082563E29248N,Karnali,Bheri,0.278831552458,595.383381827253,72.99274989443953,14377.081156072341,49086.5511603308,68325.1288537119,1.2810243819708804,Bheri,Elevated,13,False,False
GL081800E30216N,Karnali,Humla,0.210579636244,1294.989017285194,-11.406327999782198,21157.461163687363,63859.16301292546,97371.48670414944,1.2794220749941485,Humla,Elevated,13,False,False
GL087699E27900N,Koshi,Arun,0.110221960754,1773.350737876704,45.079424760173104,9177.227738680442,44656.13583850659,56352.40263573141,1.2740076402979055,Arun,Elevated,13,False,False
GL081348E30232N,Karnali,Humla,0.3281521441,1272.4726568357273,11.541001307518,13062.118547102458,77264.1310158731,99151.64068899715,1.2504205974397813,Humla,Elevated,13,False,False
GL086667E28233N,Koshi,Arun,0.120530898251,1734.2992480211667,116.76530706632653,14083.803856456236,42742.18961659887,58809.59956359863,1.2418814233396869,Arun,Elevated,13,False,False
GL086477E27916N,Koshi,Tama Koshi,0.164685753113,1506.784842062298,43.6950825749996,16670.607079282618,69754.38020958303,91958.11737841438,1.2379866492418725,Tama Koshi,Elevated,13,False,False
GL087509E28840N,Koshi,Arun,0.270138673587,1728.5067047752068,133.22725146299788,35392.60924522514,101220.58496604676,145149.19719696045,1.2371161121633916,Arun,Elevated,13,False,False
GL081684E30140N,Karnali,Humla,0.221239134228,1259.4750954027763,124.73595816528172,11104.679226727798,24095.793834374428,38761.80526446174,1.2336795043574769,Humla,Elevated,13,False,False
GL083889E28726N,Gandaki,Marsyangdi,0.157903587023,1215.115118623064,176.3003392010661,15303.41398337152,40526.1959668696,60255.26319167193,1.224790543622794,Marsyangdi,Elevated,13,False,False
GL082255E29118N,Karnali,Tila,0.125664779318,916.5174618198865,132.93688701724278,8266.50732935985,25020.54265315313,34173.385959191415,1.2232223760428835,Tila,Elevated,13,False,False
GL082258E29110N,Karnali,Tila,0.0959012679958,907.545970117315,434.32440075668177,8970.00119489549,19794.109808259855,32877.833676147464,1.2017238799418004,Tila,Elevated,13,False,False
GL087614E27629N,Koshi,Tamor,0.0384287422618,594.580824902663,21.633963720074423,4438.483209447456,12855.62146247645,18029.45198582668,1.1832302743916931,Tamor,Elevated,13,False,False
GL081568E30273N,Karnali,Humla,0.0819225698289,1218.1766483738409,23.40190576293572,9014.767186017696,25515.912960187125,40972.7074508667,1.1804863612103897,Humla,Elevated,13,False,False
GL086321E28245N,Koshi,Tama Koshi,0.223089283687,1419.297642781433,78.92929480374671,19722.17306119536,82937.08841139621,103857.87228441426,1.1499151611034908,Tama Koshi,Elevated,13,False,False
GL086364E28240N,Koshi,Tama Koshi,0.253268803475,1417.1786722855181,32.753046761265466,10203.663070406998,46412.98431128823,61965.68518066406,1.1477820389275544,Tama Koshi,Elevated,13,False,False
GL082561E29696N,Karnali,Mugu,0.109703136776,764.007410070892,56.16268187222575,6710.098552905618,20533.3746353978,29153.84812092501,1.1289571757387176,Mugu,Elevated,13,False,False
GL086520E28073N,Koshi,Tama Koshi,0.236210269118,1387.3208557470862,51.679436054870145,18029.683186075516,88195.75378673433,119620.9383222692,1.1177248150511736,Tama Koshi,Elevated,13,False,False
GL080654E30353N,Karnali,Kali,0.100660513412,438.73207882415005,-29.48256633476543,7207.6610875752385,16637.171309301684,31321.232072089704,1.1032491805046538,Kali,Elevated,13,False,False
GL082449E29775N,Karnali,Mugu,0.0855956203426,752.5875279164168,147.4465789765923,9073.449571380059,19454.12177752787,33216.70803070068,1.1012536056265625,Mugu,Elevated,13,False,False
GL086621E27790N,Koshi,Dudh Koshi,0.457740478056,2362.654841075888,41.987014200479294,27206.701536822686,198734.67394340367,242292.9283906525,1.0984934393732277,Dudh Koshi,Elevated,13,False,False
GL081030E29921N,Karnali,West Seti,0.194560834581,1097.1343308177343,6.62957332598195,14086.783159739118,39643.5388712335,70052.87145233154,1.095901875659954,West Seti,Elevated,13,False,False
GL086465E27917N,Koshi,Tama Koshi,0.19082065071,1326.384685459641,67.24116771554715,12085.974999007154,55573.004044159075,84158.48944932525,1.0563816786519846,Tama Koshi,Elevated,13,False,False
GL086925E27898N,Koshi,Dudh Koshi,1.34283095492,2239.0140217140565,37.7952824924516,81954.2844860228,248770.4514817527,383487.53011474607,1.024431119669033,Dudh Koshi,Elevated,13,False,False
GL085495E28151N,Gandaki,Trishuli,0.0818486830786,904.6637418676672,-5.918736255442276,7960.669818389438,26914.342759789746,39229.89876511518,1.0233971346164477,Trishuli,Elevated,13,False,False
GL082257E29647N,Karnali,Mugu,0.0481696746498,718.643567928223,218.05531529367195,6014.445772998938,14483.327727670798,21046.363594055176,1.018908721266385,Mugu,Elevated,13,False,False
GL085332E28558N,Gandaki,Trishuli,0.213769652202,900.0412739183898,90.9526428501722,5796.26800729267,30898.327052645447,39681.564104626224,1.0158994564831096,Trishuli,Elevated,13,False,False
GL087626E28052N,Koshi,Arun,0.189158524088,1444.4141241777613,34.260511473570055,11716.320322668236,48221.91322128964,68139.13502502441,1.003403649098435,Arun,Elevated,13,False,False
GL085630E28162N,Gandaki,Trishuli,0.14042244352,891.2252602899215,59.962956352416356,12178.927069042227,32836.01849034282,54190.00555252374,1.001599815397289,Trishuli,Elevated,13,False,False
GL082349E29486N,Karnali,Tila,0.0876150122924,818.0702420088993,82.8350392379401,6421.089429087863,17631.75380006678,29817.11301410152,0.9873120902804463,Tila,Low,13,False,False
GL080178E30564N,Karnali,Kali,0.2396767605,398.1964805550434,-14.67367238532712,15925.36405721151,37886.70353383659,72866.94786071777,0.9572817822428813,Kali,Low,13,False,False
GL082644E29723N,Karnali,Mugu,0.193371080108,689.2096482559471,14.544838959300508,6246.182924602294,32930.59665183964,53982.826015427534,0.9475047745105168,Mugu,Low,13,False,False
GL087479E28172N,Koshi,Arun,0.237745494174,1368.6381229994915,27.592549711231374,17235.038591169716,88986.26940908763,119691.23659850477,0.9410655343918037,Arun,Low,13,False,False
GL085427E28071N,Gandaki,Trishuli,0.0445557317907,845.4883204372402,30.955795878189186,4971.601212617729,13163.565413887864,21185.248626708984,0.9274141514657845,Trishuli,Low,13,False,False
GL086974E27805N,Koshi,Dudh Koshi,0.178088562352,2076.673308185463,88.74220255253917,13783.531273809647,57439.408436246165,78572.03404134115,0.9271871035874518,Dudh Koshi,Low,13,False,False
GL087962E27845N,Koshi,Tamor,0.0813335461628,485.7191200642671,273.30225226697473,5478.314232195496,11954.83516172061,21035.940624431536,0.9259693019769014,Tamor,Low,13,False,False
GL085040E28960N,Gandaki,Trishuli,0.0864111972914,843.3854696318604,189.68360029352692,8167.215841477431,24152.252717733027,35221.901863098145,0.9240033114828631,Trishuli,Low,13,False,False
GL082517E29904N,Karnali,Mugu,0.0983714099021,677.123155662506,65.51397303776513,7801.896247638475,21555.257822845135,34084.362750333894,0.9181840695817691,Mugu,Low,13,False,False
GL084579E28372N,Gandaki,Marsyangdi,0.111376710917,916.5841075518297,141.76272059589786,11973.471164013978,25557.63126803667,41120.1322116029,0.9074146870504319,Marsyangdi,Low,13,False,False
GL087720E27799N,Koshi,Tamor,0.0712515839471,473.8278646740782,25.879224746459762,5649.674861645472,16823.974130594248,27150.478440737257,0.8978679973955163,Tamor,Low,13,False,False
GL082259E29662N,Karnali,Mugu,0.0670878228193,667.044259388749,38.950474041501806,9340.33019111079,17597.019331127412,30512.269424468395,0.8937336062760909,Mugu,Low,13,False,False
GL085521E28416N,Gandaki,Trishuli,0.0960695739202,822.4578718790806,107.31603479467763,11126.363377056961,22742.877082085935,39844.70869041892,0.890058588928575,Trishuli,Low,13,False,False
GL083559E28633N,Gandaki,Kali Gandaki,0.026810607914,514.8051386493929,426.4235597971198,3484.8710726055374,5548.34092758432,10473.225330726773,0.8890619053152153,Kali Gandaki,Low,13,False,False
GL082186E29083N,Karnali,Tila,0.111108003361,777.0663524255338,197.45757334432255,7502.29403352552,17617.58775939481,30565.47925567627,0.8890539644790755,Tila,Low,13,False,False
GL083740E28973N,Gandaki,Kali Gandaki,0.0245323345548,504.0243051012333,369.30036921685416,2480.6198459263687,6131.105119321428,8889.849103591021,0.8635233940624654,Kali Gandaki,Low,13,False,False
GL082513E29893N,Karnali,Mugu,0.108258193854,653.9367534741846,76.13359295656392,8340.367981182675,22732.388906107768,33351.253356933594,0.8619360181584831,Mugu,Low,13,False,False
GL082562E29185N,Karnali,Tila,0.16607399209,765.1008331594738,33.96065551682718,9432.49648506257,30285.59268949805,50887.91792075961,0.8603808432393724,Tila,Low,13,False,False
GL082365E29653N,Karnali,Mugu,0.0521903290036,651.7950011154933,279.95313747146184,5405.195017050874,12773.0743607534,19059.63544455136,0.8567403264841494,Mugu,Low,13,False,False
GL082201E29096N,Karnali,Tila,0.0379349325441,760.0339524441509,108.18332180812642,5048.112255156076,11538.87700149283,19395.53791536817,0.8482390145542051,Tila,Low,13,False,False
GL087633E27638N,Koshi,Tamor,0.172829294214,450.3410118841139,86.29098908146374,16254.048634909836,33386.67994281199,53365.77797839595,0.8423640844568118,Tamor,Low,13,False,False
GL081550E29640N,Karnali,Karnali,0.021123769913,-149.40371342095744,-67.74194662020369,1363.4604037936347,2540.464125247455,5370.224670410156,0.8395478177761855,Karnali,Low,13,False,False
GL087517E27681N,Koshi,Arun,0.120049030791,1245.0119458981667,270.5405891880812,13561.51512479074,30775.146067361275,47858.454939150346,0.8393628489894135,Arun,Low,13,False,False
GL086526E27698N,Koshi,Likhu,0.0543793841554,635.7504827629672,103.17999700068225,5364.370087360666,11425.943052938012,23154.43606450698,0.8334798152511675,Likhu,Low,13,False,False
GL087486E28119N,Koshi,Arun,0.084645965791,1229.8305602443759,104.86475357183274,11158.047656860848,22498.464106925407,38790.1092147528,0.8268736842726693,Arun,Low,13,False,False
GL083737E29116N,Gandaki,Kali Gandaki,0.122343851385,487.65633716398315,-59.613079716272146,9877.416621889564,16297.02765444012,38132.999635434615,0.8247496265719665,Kali Gandaki,Low,13,False,False
GL082232E29887N,Karnali,Humla,0.0704217288384,934.1129056868488,196.68469682869585,10053.930338917671,18373.706848052472,30694.724077411727,0.8146071474699876,Humla,Low,13,False,False
GL086433E27929N,Koshi,Tama Koshi,0.3345372894,1077.170683364359,-29.8114605830466,24327.396147687843,70599.5052313642,124886.7420684216,0.8055032848998839,Tama Koshi,Low,13,False,False
GL086966E27799N,Koshi,Dudh Koshi,0.236858608647,1867.2990655583014,42.36954836688812,17084.9876393789,90805.89362245679,109655.1961088592,0.801769444797142,Dudh Koshi,Low,13,False,False
GL083580E29191N,Karnali,Bheri,0.0316802563142,428.7909171222999,66.66698469931973,3914.766923592657,10269.413194870986,16180.46371459961,0.7785085970321617,Bheri,Low,13,False,False
GL085496E28403N,Gandaki,Trishuli,0.0587299976632,744.8036269160191,281.4933875921809,5782.644036899401,10235.936553853813,21353.77059912588,0.764102813613479,Trishuli,Low,13,False,False
GL087270E28023N,Koshi,Arun,0.0951256261397,1150.7849425556083,209.6896160489771,10297.41727956311,26360.17728968832,41560.6814978207,0.7618457769416078,Arun,Low,13,False,False
GL081842E30301N,Karnali,Humla,0.09270801207,892.2991201961746,60.00698764688009,5199.631445682466,16765.353908493937,29774.542877197266,0.7607502391080663,Humla,Low,13,False,False
GL086433E27845N,Koshi,Tama Koshi,0.0917448191459,1031.3208171633244,139.75085733615236,9843.242968927492,26658.822181761498,39346.52477713193,0.7593472074341141,Tama Koshi,Low,13,False,False
GL087640E28194N,Koshi,Arun,0.536874683737,1147.2619210226635,22.393870152976678,37751.96185581463,113077.17669924682,189512.5458281573,0.7589475173736746,Arun,Low,13,False,False
GL086420E27927N,Koshi,Tama Koshi,0.196801788371,1027.804683990742,102.85951795869647,16471.263119529478,35427.847170221896,59000.31695323271,0.7558075915411889,Tama Koshi,Low,13,False,False
GL086504E28048N,Koshi,Tama Koshi,0.0911174791186,1018.6762772415252,88.33942401875817,7584.853908664287,26258.494953934565,38984.79652368882,0.7466182201434945,Tama Koshi,Low,13,False,False
GL085044E28944N,Gandaki,Trishuli,0.0666693066576,733.287536333245,199.9477681437846,9302.078675668612,15658.230897462134,32396.86887338676,0.7454236271937003,Trishuli,Low,13,False,False
GL088258E28009N,Koshi,Arun,0.613258692974,1127.8355052897869,42.049556624073105,35040.776453536615,157367.32800913218,248715.65776295384,0.7429661233509711,Arun,Low,13,False,False
GL086643E27777N,Koshi,Dudh Koshi,0.295822326088,1735.1414427984344,123.13245820194281,32086.35727437037,107586.03120254356,159055.80102359547,0.7226054586742124,Dudh Koshi,Low,13,False,False
GL082194E29662N,Karnali,Humla,0.047470552194,858.8230504659609,109.50833485931872,5559.0200014148095,12090.2090504688,19051.447456359863,0.7176324587248598,Humla,Low,13,False,False
GL085701E28282N,Gandaki,Trishuli,0.0653688718385,715.0893144155058,257.14260378679717,6308.482636773998,15987.658427947033,24653.950859069824,0.7159059729805228,Trishuli,Low,13,False,False
GL083026E29015N,Karnali,Bheri,0.0505296966299,406.74072719410464,131.5782695991795,4979.554420798782,11217.606475139635,18734.528480529785,0.7119955736523869,Bheri,Low,13,False,False
GL082254E29094N,Karnali,Bheri,0.0260592436259,402.5523176073642,475.62153393719416,3006.9575917466755,5782.088519586302,11464.888198762785,0.6993614972261009,Bheri,Low,13,False,False
GL087927E27721N,Koshi,Tamor,0.0590631786483,388.8783845615041,98.6982483310537,7567.877767414185,20842.11745387289,30230.007896213905,0.6971161729377409,Tamor,Low,13,False,False
GL082467E29739N,Karnali,Mugu,0.0637443981715,585.6890600199949,82.64548490897192,6669.4526414549,14997.208989373807,23010.20827980789,0.6963734725012072,Mugu,Low,13,False,False
GL087977E27591N,Koshi,Tamor,0.0265940654897,384.8882680898287,135.72850604094796,3470.429470567533,8471.531362341972,12910.406078862208,0.6876867666550144,Tamor,Low,13,False,False
GL083200E28991N,Karnali,Bheri,0.021793967337,396.7740717183669,271.13879328792666,2590.0538638865305,5249.193058054191,9412.970687866213,0.6819317786993896,Bheri,Low,13,False,False
GL081809E30289N,Karnali,Humla,0.0734077522912,827.6527370216983,-5.603050943273394,6251.853299009496,11542.673943336915,23256.06345023361,0.67748453394167,Humla,Low,13,False,False
GL081408E30312N,Karnali,Humla,0.123798703122,810.9676261624046,-16.174524897608087,11049.990126041588,31112.886803582423,56703.0173034668,0.6559938108221884,Humla,Low,13,False,False
GL087427E28754N,Koshi,Arun,0.130989732354,1017.9385187761824,122.52055589814401,18671.96265397354,47577.42871096512,69934.16463201187,0.65255793547258,Arun,Low,13,False,False
GL087623E27646N,Koshi,Tamor,0.0633973866259,362.8774911811037,39.99058544536656,5650.290405537392,13096.250085345653,24448.609298436782,0.6356711025649694,Tamor,Low,13,False,False
GL087522E27997N,Koshi,Arun,0.121219062387,994.2784111272837,61.236530244548895,18493.47427221176,43329.110708100336,64399.81743032419,0.6330936396314945,Arun,Low,13,False,False
GL083920E28712N,Gandaki,Marsyangdi,0.113624063043,657.3263020190561,115.86570472620915,7686.309627714129,21139.423173833646,31895.952361103133,0.6317911670389682,Marsyangdi,Low,13,False,False
GL083669E29038N,Gandaki,Kali Gandaki,0.103605356004,405.18154741684737,56.17047955164923,8636.123925185615,35474.309991650705,47828.00952911377,0.6293766680139552,Kali Gandaki,Low,13,False,False
GL085301E28482N,Gandaki,Trishuli,0.0911591289483,659.7627885683273,88.78888637025321,7651.366034729109,24442.488883152844,32877.870173674935,0.6261659277082144,Trishuli,Low,13,False,False
GL085848E28212N,Koshi,Sun Koshi,0.464939419173,3802.044520193875,207.36693221236257,62211.79688041794,177231.2189943731,227263.41019652123,0.6260060081340146,Sun Koshi,Low,13,False,False
GL087578E28164N,Koshi,Arun,0.201882736838,985.1851731370853,25.23297403735063,18543.819720054897,82298.82368589606,102252.86444223442,0.6256129689168428,Arun,Low,13,False,False
GL087437E28742N,Koshi,Arun,0.0752450837827,981.3881285279672,104.29309404309855,6897.210055338526,32620.610097325294,39679.29928517061,0.6224892806948616,Arun,Low,13,False,False
